respondent_id,submitted_at,duration_raw,source,source_detail,ip_address,q3_morning_commute_minutes,q4_evening_commute_minutes,q5_route_type,q6_morning_congestion_minutes,q7_evening_congestion_minutes,q8_1_congestion_problem,q8_2_reroute_frequency,q8_3_confidence,q8_4_return_normal,q9_car_nav,q9_phone_nav,q9_social_media,q9_web_announcement,q9_radio_announcement,q9_tv_announcement,q9_word_of_mouth,q9_visual_confirmation,q9_none,q9_other,q10_when_seek_info,q11_1_seek_info,q11_2_disagree_guidance,q11_3_ignore_guidance,q11_4_cancel_trip,q12_1_workzone,q12_2_special_event,q12_3_weather,q12_4_peak,q12_5_incident,q13_delay_threshold_minutes,q14_1_prefer_familiar,q14_2_familiar_enables_detour,q14_3_prefer_highway,q14_4_reliability_important,q14_5_multi_choices,q14_6_no_detour_if_longer,q14_7_lane_closure_impact,q14_8_choose_smooth,q14_9_immediate_detour,q14_1_prefer_familiar_1,q14_1_prefer_familiar_2,q14_1_prefer_familiar_3,q14_1_prefer_familiar_4,q14_1_prefer_familiar_5,q14_1_prefer_familiar_6,q14_1_prefer_familiar_7,q14_1_prefer_familiar_8,q14_1_prefer_familiar_9,q14_2_familiar_enables_detour_1,q15_wait_before_detour_minutes,q16_1_commute_am,q16_2_commute_pm,q16_3_shopping,q16_4_leisure,q16_5_long_trip,q16_6_emergency,q17_gender,q18_age,q19_ethnicity,q20_income,q21_occupation,q22_education,q24_vehicle_nav,q25_home_location,q26_work_location,total_score,duration_seconds,num_info_channels,info_channel_binary,delta_commute_minutes,avg_commute_minutes,congestion_ratio_morning,congestion_ratio_evening,overall_congestion_ratio,delay_minus_wait,risk_aversion_index,comfort_preference_index,efficiency_orientation_index,information_dependency_index,target_reroute_high,target_low_delay_tolerance,q5_route_type_1,q5_route_type_2,q5_route_type_3,q5_route_type_<NA>,q25_home_location_1,q25_home_location_2,q25_home_location_3,q25_home_location_4,q25_home_location_<NA>,q26_work_location_1,q26_work_location_2,q26_work_location_3,q26_work_location_4,q26_work_location_<NA>
1294,2023-04-23 10:10:31,400秒,样本服务,,223.104.67.172(广东-广州),32,36,2,5,12,4,5,4,5,0,1,1,0,0,0,1,0,0,0,5,4,2,1,2,4,5,4,3,5,9,4,2,4,4,5,4,4,4,5,4,4,5,4,3,4,4,5,1,4,3,4,5,3,2,2,5,1,34,1,5,1,5,1,4,4,276,400.0,3,1,4,34.0,0.15625,0.3333333333333333,0.25,6,,0.75,0.925,0.5625,1,1,False,True,False,False,False,False,False,True,False,False,False,False,True,False
935,2023-04-21 10:09:37,434秒,样本服务,,182.47.183.0(山东-枣庄),50,60,2,10,15,5,4,4,5,1,1,1,0,0,0,1,0,0,0,2,4,2,1,5,5,5,4,5,5,10,5,2,5,4,5,5,4,5,5,4,4,5,5,5,4,5,4,4,2,10,5,5,3,4,4,5,1,34,1,3,2,5,1,3,4,353,434.0,4,1,10,55.0,0.2,0.25,0.22727272727272727,0,,0.875,0.9166666666666667,0.625,1,1,False,True,False,False,False,False,True,False,False,False,False,False,True,False
1070,2023-04-21 17:19:22,418秒,样本服务,,36.134.84.234(安徽-合肥),45,50,3,20,25,5,4,5,3,0,1,0,0,1,0,0,0,0,0,3,4,2,2,3,5,2,4,3,5,42,5,4,3,5,4,3,4,5,3,4,5,5,4,5,4,4,4,2,4,36,4,3,2,3,4,5,1,42,1,5,1,5,1,4,4,407,418.0,2,1,5,47.5,0.4444444444444444,0.5,0.47368421052631576,6,,0.875,0.4,0.5,1,0,False,False,True,False,False,False,False,True,False,False,False,False,True,False
818,2023-04-21 09:50:55,304秒,样本服务,,39.144.44.52(上海-上海),60,60,2,20,20,5,4,5,4,0,1,0,0,0,0,1,1,0,0,5,4,1,2,2,5,5,5,5,4,20,3,4,3,5,4,4,4,5,3,4,4,5,5,4,4,3,4,2,4,20,5,5,4,5,5,4,1,35,1,6,1,5,1,4,4,390,304.0,3,1,0,60.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0,,1.0,0.5833333333333334,0.5625,1,0,False,True,False,False,False,False,False,True,False,False,False,False,True,False
822,2023-04-21 09:52:40,364秒,样本服务,,183.209.114.147(江苏-苏州),20,15,2,10,20,4,5,4,5,0,1,1,0,1,0,0,1,0,0,5,4,1,2,3,4,5,4,5,4,30,5,2,4,5,4,5,4,5,2,4,5,5,4,5,5,2,4,2,5,30,4,5,1,2,1,5,1,28,1,5,1,5,2,4,4,300,364.0,4,1,-5,17.5,0.5,1.3333333333333333,0.8571428571428571,0,,0.875,0.375,0.625,1,0,False,True,False,False,False,False,False,True,False,False,False,False,True,False
503,2023-04-19 15:42:01,418秒,样本服务,,58.194.169.200(山东-济南),20,31,2,16,20,5,4,3,5,1,1,0,0,0,0,0,1,0,0,5,4,3,3,4,5,4,3,3,4,10,5,4,4,5,5,4,5,4,4,4,5,5,4,4,4,4,3,2,4,11,3,3,4,3,4,4,1,26,1,3,1,6,1,3,4,286,418.0,3,1,11,25.5,0.8,0.6451612903225806,0.7058823529411765,-1,,0.625,0.7916666666666667,0.5625,1,1,False,True,False,False,False,False,True,False,False,False,False,False,True,False
1310,2023-04-23 10:13:57,816秒,样本服务,,112.20.33.184(江苏-扬州),80,82,2,33,41,5,4,5,5,1,1,0,0,0,0,1,1,0,0,3,5,1,1,4,3,4,2,5,5,20,5,5,4,5,5,5,5,3,4,3,4,3,5,5,5,4,4,1,5,20,4,3,3,3,5,5,2,35,1,4,1,5,1,4,4,465,816.0,4,1,2,81.0,0.4125,0.5,0.4567901234567901,0,,0.375,0.7083333333333334,0.75,1,0,False,True,False,False,False,False,False,True,False,False,False,False,True,False
1390,2023-04-23 10:26:58,451秒,样本服务,,223.104.102.151(河北-衡水),42,20,3,50,25,5,2,2,3,1,1,0,0,0,0,0,0,0,0,2,4,2,1,3,5,5,2,3,1,51,4,3,4,5,4,4,4,2,4,4,3,5,5,4,5,4,3,2,4,60,4,2,3,2,4,5,2,39,1,3,1,4,1,4,4,420,451.0,2,1,-22,31.0,1.1904761904761905,1.25,1.2096774193548387,-9,,0.25,0.45,0.5,0,0,False,False,True,False,False,False,False,True,False,False,False,False,True,False
965,2023-04-21 10:16:52,1244秒,样本服务,,106.125.89.104(内蒙古-呼和浩特),60,61,2,65,60,5,4,5,4,1,1,0,0,1,0,0,0,0,0,1,3,2,4,1,1,1,3,3,2,22,4,4,3,2,3,3,4,3,3,4,3,4,4,4,3,3,3,1,4,20,5,3,3,3,4,5,2,33,3,2,1,4,1,4,4,446,1244.0,3,1,1,60.5,1.0833333333333333,0.9836065573770492,1.0330578512396693,2,,0.5,0.5666666666666667,0.4375,1,0,False,True,False,False,False,False,False,True,False,False,False,False,True,False
783,2023-04-20 15:55:33,524秒,样本服务,,171.218.11.164(四川-未知),15,15,3,2,2,3,2,4,4,1,1,0,0,0,1,1,1,0,0,3,3,2,2,2,4,3,4,4,4,10,4,2,3,4,4,4,4,3,4,3,3,4,4,4,4,4,4,2,4,10,2,2,3,2,4,4,1,47,1,3,2,5,1,4,4,229,524.0,5,1,0,15.0,0.13333333333333333,0.13333333333333333,0.13333333333333333,0,,0.625,0.7916666666666667,0.5625,0,1,False,False,True,False,False,False,False,True,False,False,False,False,True,False
656,2023-04-20 10:13:21,561秒,样本服务,,39.144.37.116(安徽-蚌埠),30,50,2,10,30,4,3,4,3,1,1,0,0,0,0,0,0,0,0,3,4,2,2,3,4,5,5,4,3,30,4,5,4,5,5,3,5,5,5,3,5,5,3,4,5,4,4,3,4,30,3,3,4,2,5,4,1,31,1,3,1,6,1,2,2,361,561.0,2,1,20,40.0,0.3333333333333333,0.6,0.5,0,,1.0,0.75,0.5,0,0,False,True,False,False,False,True,False,False,False,False,True,False,False,False
774,2023-04-20 15:53:04,544秒,样本服务,,119.135.58.223(广东-湛江),23,35,2,6,4,4,2,3,4,0,1,0,0,0,0,0,0,0,0,3,2,1,3,2,4,4,2,2,1,10,4,4,3,2,3,4,5,4,3,3,1,4,4,3,4,2,5,3,4,20,3,2,4,4,5,5,1,36,1,6,1,5,1,4,3,258,544.0,1,1,12,29.0,0.2608695652173913,0.11428571428571428,0.1724137931034483,-10,,0.5,0.6666666666666667,0.1875,0,0,False,True,False,False,False,False,False,True,False,False,False,True,False,False
848,2023-04-21 09:57:16,627秒,样本服务,,220.195.77.215(内蒙古-呼和浩特),39,30,2,9,5,5,4,5,2,0,1,0,0,1,0,0,0,0,0,3,5,4,3,5,5,4,3,4,5,8,4,5,5,5,5,5,4,4,5,5,3,5,5,5,5,5,5,1,5,6,5,5,4,4,5,5,2,31,1,4,2,5,1,4,4,298,627.0,2,1,-9,34.5,0.23076923076923078,0.16666666666666666,0.2028985507246377,2,,0.625,0.9333333333333333,0.625,1,1,False,True,False,False,False,False,False,True,False,False,False,False,True,False
335,2023-04-19 10:10:05,464秒,样本服务,,39.144.187.4(北京-北京),40,30,2,15,10,4,5,3,4,1,1,0,0,0,0,0,0,0,0,5,4,3,2,4,4,5,3,4,4,10,5,3,4,4,5,5,4,4,5,4,4,5,4,3,4,5,3,2,4,10,3,4,5,5,4,3,2,26,1,3,1,5,1,4,4,293,464.0,2,1,-10,35.0,0.375,0.3333333333333333,0.35714285714285715,0,,0.625,0.9166666666666667,0.5,1,1,False,True,False,False,False,False,False,True,False,False,False,False,True,False
209,2023-04-18 17:53:25,716秒,样本服务,,112.12.173.168(浙江-温州),23,28,2,4,8,4,3,4,3,1,1,1,0,0,0,0,1,0,0,3,3,2,3,2,5,5,3,3,4,12,4,5,3,5,4,3,5,4,4,2,4,4,5,4,3,2,4,1,5,6,4,5,3,4,4,5,1,31,1,4,1,6,1,4,4,254,716.0,4,1,5,25.5,0.17391304347826086,0.2857142857142857,0.23529411764705882,6,,0.625,0.775,0.5,0,1,False,True,False,False,False,False,False,True,False,False,False,False,True,False
1125,2023-04-22 09:32:59,599秒,样本服务,,101.80.116.211(上海-上海),35,40,2,5,10,3,4,4,4,0,1,0,0,1,0,0,1,0,0,3,3,2,2,3,4,5,2,3,4,20,5,5,5,4,4,5,5,3,4,3,4,4,4,5,5,5,3,2,4,20,2,2,3,2,4,5,1,36,1,5,2,5,1,4,4,308,599.0,3,1,5,37.5,0.14285714285714285,0.25,0.2,0,,0.375,0.7083333333333334,0.4375,1,0,False,True,False,False,False,False,False,True,False,False,False,False,True,False
680,2023-04-20 10:33:41,1683秒,样本服务,,183.213.107.145(江苏-徐州),20,21,2,5,3,4,4,5,2,1,1,0,0,0,0,0,0,0,0,2,2,1,2,2,5,4,5,4,4,15,4,4,4,4,5,4,4,4,4,4,5,5,4,4,5,4,4,1,5,18,2,4,4,4,5,5,1,34,1,3,1,4,1,4,1,264,1683.0,2,1,1,20.5,0.25,0.14285714285714285,0.1951219512195122,-3,,0.875,0.75,0.25,1,0,False,True,False,False,False,False,False,True,False,True,False,False,False,False
26,2023-04-17 16:23:48,522秒,样本服务,,119.186.192.93(山东-枣庄),30,30,3,10,10,4,2,4,2,1,1,1,0,0,0,1,0,0,0,3,4,2,2,2,4,4,4,4,4,15,4,4,3,4,4,4,4,4,3,3,4,4,4,4,4,4,2,2,4,20,4,4,3,3,3,5,2,34,1,4,1,5,1,4,4,284,522.0,4,1,0,30.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,-5,,0.75,0.625,0.625,0,0,False,False,True,False,False,False,False,True,False,False,False,False,True,False
1383,2023-04-23 10:25:31,426秒,样本服务,,61.170.199.30(上海-上海),54,46,2,26,10,5,4,4,5,1,1,0,0,0,0,0,0,0,0,2,5,1,1,2,5,4,4,5,5,8,4,5,5,4,5,4,5,5,3,4,5,5,4,5,5,4,5,1,4,4,5,4,3,4,4,5,1,39,1,5,1,5,1,4,4,346,426.0,2,1,-8,50.0,0.48148148148148145,0.21739130434782608,0.36,4,,0.875,0.6833333333333333,0.625,1,1,False,True,False,False,False,False,False,True,False,False,False,False,True,False
316,2023-04-19 10:08:16,453秒,样本服务,,39.144.181.144(河南-南阳),18,19,2,34,41,4,3,4,4,1,1,1,0,0,0,1,1,0,0,1,4,3,4,3,4,3,4,3,4,24,4,4,2,5,4,4,4,4,3,4,4,4,5,4,4,4,3,3,4,24,4,3,4,3,4,3,1,31,1,3,2,5,1,4,4,334,453.0,5,1,1,18.5,1.8888888888888888,2.0,2.0,0,,0.75,0.55,0.6875,0,0,False,True,False,False,False,False,False,True,False,False,False,False,True,False
239,2023-04-18 17:57:46,340秒,样本服务,,58.210.106.178(江苏-苏州),44,54,1,40,32,5,4,4,5,0,1,1,0,0,1,0,0,0,0,2,5,4,5,4,5,4,3,4,4,30,4,5,5,4,4,4,4,5,5,4,5,5,5,5,4,4,4,1,4,27,5,4,4,3,4,4,1,27,1,4,2,4,1,4,3,417,340.0,3,1,10,49.0,0.9090909090909091,0.5925925925925926,0.7346938775510204,3,,0.75,0.75,0.6875,1,0,True,False,False,False,False,False,False,True,False,False,False,True,False,False
441,2023-04-19 15:30:20,303秒,样本服务,,27.203.132.157(山东-威海),20,30,2,10,10,5,2,3,3,1,1,0,0,0,0,0,0,0,0,2,5,1,2,2,5,5,3,3,5,26,5,5,2,4,4,4,5,3,2,3,4,5,5,4,4,3,3,1,4,25,2,3,3,2,4,5,1,36,1,5,1,4,1,4,4,292,303.0,2,1,10,25.0,0.5,0.3333333333333333,0.4,1,,0.5,0.4083333333333333,0.625,0,0,False,True,False,False,False,False,False,True,False,False,False,False,True,False
692,2023-04-20 15:33:11,325秒,样本服务,,220.202.195.14(湖南-长沙),20,25,2,30,35,4,2,4,4,1,1,1,0,0,0,0,0,0,0,1,4,2,2,4,4,4,3,3,2,21,4,4,3,4,4,5,5,4,3,4,4,4,4,5,4,3,4,2,4,25,3,3,3,4,3,5,2,25,1,4,3,5,1,4,4,320,325.0,3,1,5,22.5,1.5,1.4,1.4444444444444444,-4,,0.625,0.575,0.5625,0,0,False,True,False,False,False,False,False,True,False,False,False,False,True,False
477,2023-04-19 15:36:11,500秒,样本服务,,183.249.96.74(浙江-宁波),32,37,1,10,11,4,4,5,4,1,1,0,0,0,0,0,1,0,0,2,4,3,3,4,4,5,5,4,5,15,4,3,4,4,4,4,3,4,4,3,4,4,4,4,4,3,3,2,3,17,4,4,3,4,4,5,1,32,1,5,1,5,1,4,4,302,500.0,3,1,5,34.5,0.3125,0.2972972972972973,0.30434782608695654,-2,,0.875,0.75,0.5625,1,0,True,False,False,False,False,False,False,True,False,False,False,False,True,False
1030,2023-04-21 17:12:37,707秒,样本服务,,116.11.146.224(广西-玉林),30,30,3,5,10,4,4,5,4,1,1,1,0,0,0,0,1,0,0,3,4,3,4,4,5,4,3,4,5,5,5,4,2,5,4,5,4,4,5,3,3,5,4,4,3,5,4,3,5,5,1,2,3,3,2,4,1,35,1,5,2,5,1,4,4,267,707.0,4,1,0,30.0,0.16666666666666666,0.3333333333333333,0.25,0,,0.625,0.9583333333333333,0.625,1,1,False,False,True,False,False,False,False,True,False,False,False,False,True,False
384,2023-04-19 10:25:11,1199秒,样本服务,,36.98.101.228(河北-廊坊),32,31,3,40,42,4,3,5,4,0,1,0,0,0,0,0,1,0,0,1,4,2,1,4,4,5,4,3,4,23,4,5,4,5,4,5,4,3,4,4,5,4,5,3,4,3,4,2,5,46,3,2,4,5,4,5,2,27,1,5,1,5,1,4,2,390,1199.0,2,1,-1,31.5,1.25,1.3548387096774193,1.3015873015873016,-23,,0.625,0.6833333333333333,0.5,0,0,False,False,True,False,False,False,False,True,False,False,True,False,False,False
1381,2023-04-23 10:25:23,323秒,样本服务,,101.84.192.12(上海-上海),60,60,2,15,15,5,4,5,5,1,1,0,0,0,0,0,0,0,0,1,5,2,1,2,5,5,4,4,5,20,3,4,5,5,4,3,5,4,3,3,5,5,4,5,4,3,2,1,5,15,5,4,3,4,4,5,2,30,1,4,1,5,1,4,4,367,323.0,2,1,0,60.0,0.25,0.25,0.25,5,,0.75,0.5833333333333334,0.625,1,1,False,True,False,False,False,False,False,True,False,False,False,False,True,False
785,2023-04-20 15:56:31,519秒,样本服务,,182.241.172.89(云南-红河),23,13,2,6,5,3,5,5,4,1,1,0,0,0,0,1,1,0,0,3,3,4,3,4,4,4,5,2,3,24,1,5,5,5,4,5,3,5,5,3,4,5,3,5,5,3,5,2,3,24,5,3,3,4,4,5,1,25,1,5,1,4,1,4,3,271,519.0,4,1,-10,18.0,0.2608695652173913,0.38461538461538464,0.3055555555555556,0,,1.0,0.8,0.5,1,0,False,True,False,False,False,False,False,True,False,False,False,True,False,False
1495,2023-04-24 11:10:43,1205秒,样本服务,,39.68.150.14(山东-济宁),11,12,3,5,11,4,4,5,4,1,1,1,1,0,1,0,0,0,0,3,4,5,4,5,4,5,4,5,4,12,3,4,2,4,4,4,3,4,4,4,4,3,4,4,3,4,3,1,5,11,4,5,4,5,4,5,2,32,1,7,1,5,1,4,4,247,1205.0,5,1,1,11.5,0.45454545454545453,0.9166666666666666,0.6956521739130435,1,,0.75,0.775,0.6875,1,1,False,False,True,False,False,False,False,True,False,False,False,False,True,False
294,2023-04-19 10:05:59,445秒,样本服务,,218.30.71.95(陕西-西安),10,12,2,5,6,4,5,4,4,1,1,0,0,0,0,0,0,0,0,5,4,2,2,3,4,5,4,4,5,10,4,5,4,3,5,3,5,4,4,4,5,4,4,5,4,4,5,2,4,10,4,5,4,4,5,5,2,40,1,5,2,5,1,3,4,250,445.0,2,1,2,11.0,0.5,0.5,0.5,0,,0.75,0.7916666666666667,0.5,1,1,False,True,False,False,False,False,True,False,False,False,False,False,True,False
821,2023-04-21 09:52:30,294秒,样本服务,,39.144.228.228(贵州-贵阳),40,44,2,49,39,4,3,5,4,1,1,1,0,0,0,0,0,0,0,3,4,3,5,4,4,3,4,5,4,25,4,5,4,3,4,4,3,3,2,3,4,3,3,3,4,3,4,3,4,18,4,3,5,4,3,4,2,24,1,2,3,5,1,2,3,382,294.0,3,1,4,42.0,1.225,0.8863636363636364,1.0476190476190477,7,,0.625,0.41666666666666663,0.5625,0,0,False,True,False,False,False,True,False,False,False,False,False,True,False,False
1247,2023-04-22 09:57:35,410秒,样本服务,,223.78.249.233(山东-潍坊),27,32,2,27,40,4,5,4,3,0,1,1,1,0,0,0,0,0,0,5,5,2,1,4,4,5,4,3,4,27,5,4,3,4,5,4,4,5,4,4,5,4,5,5,5,4,5,2,5,21,4,5,5,4,4,5,1,36,1,3,1,3,1,3,3,369,410.0,3,1,5,29.5,1.0,1.25,1.1355932203389831,6,,0.875,0.65,0.6875,1,0,False,True,False,False,False,False,True,False,False,False,False,True,False,False
509,2023-04-19 15:43:31,393秒,样本服务,,125.211.195.11(黑龙江-哈尔滨),35,40,2,15,18,4,4,5,4,1,1,1,0,0,0,0,0,0,0,3,4,2,2,3,4,4,5,4,4,20,4,5,4,4,4,5,4,4,4,4,4,5,4,4,4,4,4,2,5,15,4,5,4,5,4,5,1,27,1,3,1,4,1,1,3,326,393.0,3,1,5,37.5,0.42857142857142855,0.45,0.44,5,,0.875,0.7083333333333334,0.5625,1,1,False,True,False,False,True,False,False,False,False,False,False,True,False,False
1151,2023-04-22 09:41:08,670秒,样本服务,,175.167.144.215(辽宁-沈阳),40,50,2,14,24,4,5,4,5,0,1,0,0,0,0,0,1,0,0,5,4,3,3,3,4,4,3,5,4,18,4,5,4,5,5,5,4,5,4,3,5,4,3,5,4,5,4,1,5,10,4,5,4,4,5,5,2,36,1,4,2,5,1,4,4,352,670.0,2,1,10,45.0,0.35,0.48,0.4222222222222222,8,,0.75,0.725,0.5,1,1,False,True,False,False,False,False,False,True,False,False,False,False,True,False
556,2023-04-20 09:53:27,405秒,样本服务,,118.123.243.169(四川-成都),40,50,2,10,20,4,4,5,4,1,0,0,0,1,0,0,1,0,0,5,4,2,2,4,4,4,4,5,5,20,4,4,3,4,4,5,4,2,4,4,4,4,4,4,4,4,5,1,5,30,2,2,4,5,5,4,1,33,1,4,1,4,1,4,4,351,405.0,3,1,10,45.0,0.25,0.4,0.3333333333333333,-10,,0.5,0.7083333333333334,0.5625,1,0,False,True,False,False,False,False,False,True,False,False,False,False,True,False
784,2023-04-20 15:56:28,384秒,样本服务,,112.5.22.38(福建-泉州),52,60,2,5,7,3,1,2,3,1,1,0,0,0,0,0,0,0,0,2,4,2,1,2,5,3,2,3,2,15,5,4,3,5,4,5,4,3,3,4,3,2,5,4,4,3,5,1,5,15,4,3,3,4,2,4,1,33,1,4,1,5,1,3,3,314,384.0,2,1,8,56.0,0.09615384615384616,0.11666666666666667,0.10714285714285714,0,,0.375,0.625,0.5,0,1,False,True,False,False,False,False,True,False,False,False,False,True,False,False
964,2023-04-21 10:16:41,615秒,样本服务,,49.93.224.78(江苏-苏州),47,59,2,14,22,5,5,5,1,1,1,0,0,1,0,0,0,0,0,1,5,2,2,5,5,5,4,3,5,24,5,5,4,3,5,5,5,5,5,3,5,5,5,4,5,4,1,1,5,25,3,3,5,5,1,5,2,32,1,5,1,5,1,4,4,379,615.0,3,1,12,53.0,0.2978723404255319,0.3728813559322034,0.33962264150943394,-1,,0.875,0.8,0.6875,1,0,False,True,False,False,False,False,False,True,False,False,False,False,True,False
777,2023-04-20 15:53:47,613秒,样本服务,,120.231.4.30(广东-云浮),15,20,2,5,8,4,5,4,3,1,1,0,0,0,0,1,0,0,0,5,4,2,1,4,5,5,4,5,5,10,4,4,2,5,4,4,4,2,4,5,5,5,4,4,5,5,4,1,5,10,4,4,3,3,3,5,2,30,1,6,1,5,1,4,4,249,613.0,3,1,5,17.5,0.3333333333333333,0.4,0.37142857142857144,0,,0.5,0.7916666666666667,0.5625,1,1,False,True,False,False,False,False,False,True,False,False,False,False,True,False
334,2023-04-19 10:09:59,553秒,样本服务,,223.104.178.246(内蒙古-通辽),31,49,2,54,35,3,4,5,4,1,1,1,0,0,0,0,0,0,0,2,4,5,3,5,4,5,4,3,4,35,4,5,3,4,4,3,5,3,4,5,4,5,3,4,3,3,4,3,4,32,4,5,3,4,5,3,2,28,1,3,1,4,1,4,4,416,553.0,3,1,18,40.0,1.7419354838709677,0.7142857142857143,1.1125,3,,0.625,0.5833333333333333,0.5625,1,0,False,True,False,False,False,False,False,True,False,False,False,False,True,False
583,2023-04-20 09:59:34,531秒,样本服务,,122.4.108.218(山东-青岛),30,25,2,8,5,5,3,4,3,0,1,0,0,1,0,0,1,0,0,3,4,5,4,5,5,4,3,4,5,10,5,1,3,4,3,5,4,5,4,4,5,4,3,5,4,4,3,1,5,10,4,5,4,5,4,5,1,42,1,4,1,4,1,4,4,285,531.0,3,1,-5,27.5,0.26666666666666666,0.2,0.23636363636363636,0,,0.75,0.7916666666666667,0.5625,0,1,False,True,False,False,False,False,False,True,False,False,False,False,True,False
648,2023-04-20 10:12:33,443秒,样本服务,,223.104.41.135(北京-北京),55,45,2,17,13,4,3,4,2,1,1,0,0,0,0,0,0,0,0,3,3,2,2,3,5,4,5,4,4,26,4,3,5,4,5,4,3,2,4,5,5,4,3,5,4,4,3,1,4,12,4,2,3,3,4,5,1,29,1,5,1,5,1,3,4,337,443.0,2,1,-10,50.0,0.3090909090909091,0.28888888888888886,0.3,14,,0.625,0.6583333333333333,0.375,0,1,False,True,False,False,False,False,True,False,False,False,False,False,True,False
222,2023-04-18 17:55:02,416秒,样本服务,,123.147.251.217(重庆-重庆),35,57,2,7,21,4,5,3,4,0,1,0,0,0,0,0,0,0,0,5,4,2,2,4,5,4,4,5,5,22,5,4,4,4,5,4,5,5,2,4,4,4,4,2,4,2,4,2,4,30,2,4,5,4,4,5,2,27,1,5,1,6,1,4,4,348,416.0,1,1,22,46.0,0.2,0.3684210526315789,0.30434782608695654,-8,,0.875,0.44166666666666665,0.4375,1,0,False,True,False,False,False,False,False,True,False,False,False,False,True,False
458,2023-04-19 15:33:27,417秒,样本服务,,220.198.104.104(广东-东莞),19,18,3,31,30,5,3,3,4,0,1,0,0,0,0,0,0,0,0,3,3,2,4,2,3,4,5,4,3,47,5,4,3,4,4,3,3,4,2,4,4,5,3,3,3,3,3,2,4,47,4,3,4,5,4,5,1,31,1,3,1,4,1,3,2,361,417.0,1,1,-1,18.5,1.631578947368421,1.6666666666666667,1.6486486486486487,0,,0.875,0.23333333333333334,0.3125,0,0,False,False,True,False,False,False,True,False,False,False,True,False,False,False
394,2023-04-19 15:18:22,333秒,样本服务,,117.155.160.203(湖北-十堰),30,30,3,42,44,5,5,5,4,1,1,0,0,1,0,0,1,0,0,3,4,3,3,5,5,3,1,5,1,12,3,4,5,5,4,5,5,5,5,3,5,3,3,5,3,3,5,1,5,6,5,3,3,3,5,5,1,33,1,6,1,6,1,4,4,349,333.0,4,1,0,30.0,1.4,1.4666666666666666,1.4333333333333333,6,,0.5,0.9,0.625,1,1,False,False,True,False,False,False,False,True,False,False,False,False,True,False
1021,2023-04-21 17:11:07,360秒,样本服务,,111.198.27.66(北京-北京),35,25,2,10,5,4,3,5,4,1,0,0,0,0,0,0,1,0,0,3,3,2,4,3,3,4,3,4,3,10,5,5,5,4,5,3,3,4,4,4,4,5,3,2,4,3,5,2,4,15,3,4,5,4,5,3,1,32,1,4,2,5,1,3,3,277,360.0,2,1,-10,30.0,0.2857142857142857,0.2,0.25,-5,,0.625,0.7916666666666667,0.375,0,1,False,True,False,False,False,False,True,False,False,False,False,True,False,False
468,2023-04-19 15:34:49,347秒,样本服务,,42.84.233.237(辽宁-大连),36,45,2,32,39,4,3,4,3,0,1,0,1,0,0,0,0,0,0,1,4,3,4,3,4,3,4,3,4,14,4,5,4,5,4,5,4,5,4,4,3,4,3,4,5,4,5,1,4,27,4,5,5,4,4,5,2,31,1,4,1,4,1,4,4,376,347.0,2,1,9,40.5,0.8888888888888888,0.8666666666666667,0.8765432098765432,-13,,0.875,0.7583333333333333,0.5,0,0,False,True,False,False,False,False,False,True,False,False,False,False,True,False
658,2023-04-20 10:13:46,507秒,样本服务,,101.229.242.103(上海-上海),30,35,2,5,10,4,3,5,3,1,1,0,0,1,0,0,1,0,0,5,5,1,2,2,5,2,3,4,4,20,4,5,3,5,5,4,5,3,4,3,4,4,5,4,4,3,2,1,5,20,2,4,3,4,5,5,1,35,1,5,1,5,1,4,4,296,507.0,4,1,5,32.5,0.16666666666666666,0.2857142857142857,0.23076923076923078,0,,0.5,0.7083333333333334,0.75,0,0,False,True,False,False,False,False,False,True,False,False,False,False,True,False
365,2023-04-19 10:13:28,646秒,样本服务,,222.92.126.117(江苏-苏州),40,50,2,5,15,5,4,3,3,1,0,0,0,1,0,1,0,0,0,5,4,1,1,2,5,4,3,4,5,20,5,3,4,5,5,5,5,4,3,4,5,4,5,5,5,3,2,1,4,8,4,4,1,1,4,5,1,28,1,6,1,5,1,3,4,308,646.0,3,1,10,45.0,0.125,0.3,0.2222222222222222,12,,0.625,0.5833333333333334,0.5625,1,1,False,True,False,False,False,False,True,False,False,False,False,False,True,False
718,2023-04-20 15:38:56,386秒,样本服务,,223.104.204.67(陕西-西安),31,55,2,10,28,4,3,4,3,0,1,0,0,0,1,0,0,0,0,3,4,1,1,2,4,2,4,1,5,42,4,5,2,3,2,3,2,4,4,4,3,2,4,4,5,3,4,1,4,33,2,4,4,1,4,3,1,25,1,3,1,4,1,4,4,345,386.0,2,1,24,43.0,0.3225806451612903,0.509090909090909,0.4418604651162791,9,,0.75,0.525,0.5,0,0,False,True,False,False,False,False,False,True,False,False,False,False,True,False
