respondent_id,submitted_at,duration_raw,source,source_detail,ip_address,q3_morning_commute_minutes,q4_evening_commute_minutes,q5_route_type,q6_morning_congestion_minutes,q7_evening_congestion_minutes,q8_1_congestion_problem,q8_2_reroute_frequency,q8_3_confidence,q8_4_return_normal,q9_car_nav,q9_phone_nav,q9_social_media,q9_web_announcement,q9_radio_announcement,q9_tv_announcement,q9_word_of_mouth,q9_visual_confirmation,q9_none,q9_other,q10_when_seek_info,q11_1_seek_info,q11_2_disagree_guidance,q11_3_ignore_guidance,q11_4_cancel_trip,q12_1_workzone,q12_2_special_event,q12_3_weather,q12_4_peak,q12_5_incident,q13_delay_threshold_minutes,q14_1_prefer_familiar,q14_2_familiar_enables_detour,q14_3_prefer_highway,q14_4_reliability_important,q14_5_multi_choices,q14_6_no_detour_if_longer,q14_7_lane_closure_impact,q14_8_choose_smooth,q14_9_immediate_detour,q14_1_prefer_familiar_1,q14_1_prefer_familiar_2,q14_1_prefer_familiar_3,q14_1_prefer_familiar_4,q14_1_prefer_familiar_5,q14_1_prefer_familiar_6,q14_1_prefer_familiar_7,q14_1_prefer_familiar_8,q14_1_prefer_familiar_9,q14_2_familiar_enables_detour_1,q15_wait_before_detour_minutes,q16_1_commute_am,q16_2_commute_pm,q16_3_shopping,q16_4_leisure,q16_5_long_trip,q16_6_emergency,q17_gender,q18_age,q19_ethnicity,q20_income,q21_occupation,q22_education,q24_vehicle_nav,q25_home_location,q26_work_location,total_score,duration_seconds,num_info_channels,info_channel_binary
798,2023-04-20 16:01:36,325秒,样本服务,,113.91.151.36(广东-深圳),40,45,2,10,15,5,4,4,4,1,1,1,0,0,0,0,1,0,0,2,4,2,2,2,2,2,2,4,4,20,4,4,3,4,4,4,4,4,3,3,3,3,4,4,3,3,2,2,4,20,2,2,2,4,3,4,1,38,1,5,1,5,1,4,4,313,325.0,4,1
801,2023-04-20 16:03:03,590秒,样本服务,,60.6.58.228(河北-邢台),35,26,2,20,12,4,3,3,5,0,1,0,0,1,0,0,1,0,0,3,2,3,4,1,5,4,3,4,3,10,5,3,1,4,4,5,3,5,5,3,5,5,3,4,3,3,5,2,4,10,4,3,5,4,2,5,1,34,1,5,3,5,1,4,4,288,590.0,3,1
803,2023-04-20 16:03:51,704秒,样本服务,,36.157.70.123(湖南-邵阳),40,38,2,40,30,4,5,3,3,0,1,0,0,0,0,1,1,0,0,3,3,4,2,4,4,3,2,5,4,20,4,3,2,4,3,5,5,5,4,4,3,5,4,3,2,3,5,2,4,30,3,2,4,2,4,5,1,30,1,4,1,4,1,4,4,366,704.0,3,1
804,2023-04-20 16:04:08,779秒,样本服务,,1.28.140.108(内蒙古-乌兰察布),30,40,2,10,15,4,4,3,4,0,1,0,0,1,1,0,1,0,0,2,4,3,2,4,5,4,5,4,5,30,5,2,4,5,4,4,5,4,4,4,3,5,4,4,5,4,4,1,4,30,2,3,4,5,4,5,1,57,1,5,2,5,1,4,4,363,779.0,4,1
806,2023-04-20 16:05:21,694秒,样本服务,,120.239.102.75(广东-韶关),26,19,2,7,3,4,3,4,5,1,0,0,0,0,0,0,1,0,0,2,3,2,3,1,4,5,2,4,3,5,2,4,4,5,4,2,4,5,3,4,4,3,4,3,4,3,4,2,4,5,2,4,2,2,4,4,1,29,1,5,1,4,1,3,3,225,694.0,2,1
807,2023-04-20 16:10:58,1565秒,样本服务,,114.254.0.20(北京-北京),11,10,3,15,15,5,5,5,2,1,1,1,1,1,1,1,1,0,0,5,5,3,3,3,5,3,5,5,5,10,5,5,5,5,5,5,5,5,5,5,5,5,5,3,3,3,5,2,5,10,3,3,3,3,3,5,1,26,1,3,2,5,1,4,4,259,1565.0,8,1
810,2023-04-20 16:16:48,615秒,样本服务,,171.40.58.184(湖北-孝感),20,30,2,5,10,5,3,5,3,0,1,1,0,0,0,0,0,0,0,5,4,3,3,2,5,5,4,5,5,10,4,5,4,4,5,3,5,5,5,3,5,5,5,5,5,5,4,1,5,10,4,4,3,3,5,5,1,38,1,6,1,5,1,4,4,284,615.0,2,1
818,2023-04-21 09:50:55,304秒,样本服务,,39.144.44.52(上海-上海),60,60,2,20,20,5,4,5,4,0,1,0,0,0,0,1,1,0,0,5,4,1,2,2,5,5,5,5,4,20,3,4,3,5,4,4,4,5,3,4,4,5,5,4,4,3,4,2,4,20,5,5,4,5,5,4,1,35,1,6,1,5,1,4,4,390,304.0,3,1
819,2023-04-21 09:52:03,323秒,样本服务,,43.225.208.194(黑龙江-哈尔滨),32,29,1,24,22,3,3,4,4,1,1,0,0,0,0,0,0,0,0,3,3,4,4,4,5,5,4,5,3,9,5,5,5,5,5,3,4,3,3,3,2,3,4,2,1,4,2,1,5,12,3,4,4,5,5,3,1,27,1,2,1,5,1,4,4,297,323.0,2,1
821,2023-04-21 09:52:30,294秒,样本服务,,39.144.228.228(贵州-贵阳),40,44,2,49,39,4,3,5,4,1,1,1,0,0,0,0,0,0,0,3,4,3,5,4,4,3,4,5,4,25,4,5,4,3,4,4,3,3,2,3,4,3,3,3,4,3,4,3,4,18,4,3,5,4,3,4,2,24,1,2,3,5,1,2,3,382,294.0,3,1
822,2023-04-21 09:52:40,364秒,样本服务,,183.209.114.147(江苏-苏州),20,15,2,10,20,4,5,4,5,0,1,1,0,1,0,0,1,0,0,5,4,1,2,3,4,5,4,5,4,30,5,2,4,5,4,5,4,5,2,4,5,5,4,5,5,2,4,2,5,30,4,5,1,2,1,5,1,28,1,5,1,5,2,4,4,300,364.0,4,1
823,2023-04-21 09:53:33,405秒,样本服务,,223.104.194.171(山东-济南),60,50,2,25,17,4,4,3,4,1,1,0,0,0,0,0,0,0,0,5,3,3,2,4,4,4,3,4,4,19,5,4,3,4,5,4,3,4,3,3,3,4,4,3,3,3,4,2,4,19,4,4,3,3,4,5,1,26,1,6,1,6,1,3,4,355,405.0,2,1
824,2023-04-21 09:53:44,364秒,样本服务,,39.144.41.54(贵州-毕节),56,36,2,32,21,4,4,3,4,1,1,1,0,0,0,0,0,0,0,3,4,2,2,2,4,2,4,2,4,30,2,5,4,4,4,3,4,4,1,3,4,5,4,2,4,4,4,2,4,20,3,3,2,1,3,4,1,28,1,3,1,5,1,4,4,349,364.0,3,1
825,2023-04-21 09:53:54,378秒,样本服务,,120.196.94.104(广东-广州),14,13,3,8,3,4,4,2,3,1,1,1,0,1,0,0,1,0,0,1,4,2,4,5,4,5,5,4,5,13,5,4,1,4,4,1,2,4,2,3,3,1,5,4,3,2,2,4,2,17,3,2,2,4,4,3,2,25,1,3,1,4,1,3,2,220,378.0,5,1
826,2023-04-21 09:54:28,405秒,样本服务,,39.144.137.90(四川-成都),40,50,2,10,20,4,3,3,4,0,1,0,0,0,0,0,0,0,0,3,3,2,2,3,4,3,2,4,3,40,5,3,4,4,4,5,4,5,3,3,4,3,4,5,3,3,5,1,5,40,4,3,2,4,4,5,2,24,1,3,1,5,1,4,4,361,405.0,1,1
827,2023-04-21 09:54:29,365秒,样本服务,,27.192.161.105(山东-潍坊),25,25,2,5,6,4,4,5,4,0,1,0,0,1,0,0,0,0,0,5,5,2,2,2,4,4,4,5,4,6,4,4,2,4,5,4,5,2,5,4,5,4,4,4,5,4,5,1,5,5,4,5,4,5,5,4,2,28,1,5,1,5,1,4,4,254,365.0,2,1
829,2023-04-21 09:54:48,360秒,样本服务,,111.52.89.136(山西-太原),29,26,2,9,8,5,4,3,3,1,1,1,0,0,0,0,0,0,0,3,5,2,1,3,4,4,5,5,4,12,4,5,3,4,5,5,4,3,4,5,4,5,4,5,5,4,3,1,4,12,4,5,3,4,3,5,2,33,1,5,1,4,1,4,4,280,360.0,3,1
830,2023-04-21 09:55:03,568秒,样本服务,,125.94.28.223(广东-东莞),20,30,2,10,20,4,5,4,5,1,1,0,0,0,0,1,1,0,0,3,2,3,4,3,4,5,3,5,4,16,5,5,3,4,3,5,4,3,2,3,4,5,5,4,4,3,4,2,5,15,4,4,3,3,5,5,2,27,1,4,1,4,1,4,4,288,568.0,4,1
832,2023-04-21 09:55:10,315秒,样本服务,,58.194.169.194(山东-济南),47,61,2,15,25,5,3,2,4,0,1,0,0,0,0,0,0,0,0,1,4,2,1,3,5,3,5,4,5,12,4,3,4,5,4,5,4,3,5,3,2,5,3,4,4,3,2,1,4,17,2,2,4,5,4,5,2,28,1,6,1,5,1,4,2,343,315.0,1,1
834,2023-04-21 09:55:21,333秒,样本服务,,114.253.226.222(北京-北京),50,65,1,10,25,5,4,4,5,1,1,1,1,0,0,1,1,0,0,5,5,4,5,2,4,5,4,4,5,15,5,4,4,5,4,5,4,5,4,5,4,5,5,4,5,5,4,1,5,15,5,4,4,5,2,5,1,29,1,7,1,4,1,2,4,375,333.0,6,1
836,2023-04-21 09:55:52,360秒,样本服务,,120.34.169.99(福建-漳州),33,20,2,9,7,5,4,5,5,1,1,0,0,1,0,1,1,0,0,5,5,2,2,5,4,5,4,5,4,14,4,5,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,4,15,4,5,4,2,5,4,1,35,1,5,1,5,1,2,4,301,360.0,5,1
837,2023-04-21 09:56:12,456秒,样本服务,,36.161.13.159(安徽-六安),26,35,3,7,12,4,4,5,4,1,1,1,1,1,0,1,1,0,0,2,4,5,2,3,5,4,5,4,4,20,4,5,3,4,4,3,4,3,4,4,4,5,4,4,5,4,4,1,5,20,5,4,5,4,5,5,2,33,1,3,2,5,1,4,3,310,456.0,7,1
838,2023-04-21 09:56:19,641秒,样本服务,,61.188.99.32(四川-内江),30,30,3,10,10,4,4,3,5,1,0,0,0,1,0,0,1,0,0,5,4,3,3,2,4,4,3,5,5,15,4,4,3,5,4,5,4,2,3,4,4,5,5,5,4,3,4,2,4,10,4,4,3,3,5,4,2,33,1,4,2,5,1,4,4,286,641.0,3,1
839,2023-04-21 09:56:22,312秒,样本服务,,119.39.248.126(湖南-长沙),45,45,3,15,20,4,4,3,3,1,1,0,0,0,0,0,0,0,0,1,4,2,2,3,4,4,4,4,4,30,4,4,4,5,5,3,4,4,4,4,4,4,4,4,4,3,4,1,4,30,5,5,4,4,4,5,2,30,1,6,1,5,1,4,4,362,312.0,2,1
840,2023-04-21 09:56:25,394秒,样本服务,,110.190.158.81(四川-眉山),30,30,2,10,15,4,5,5,4,1,1,0,0,1,0,0,1,0,0,2,4,4,3,4,5,4,4,5,4,20,4,3,5,4,4,5,4,4,3,3,5,5,4,4,5,4,4,3,4,10,4,4,3,2,4,5,2,32,1,4,1,5,1,4,4,303,394.0,4,1
842,2023-04-21 09:56:48,477秒,样本服务,,218.94.87.152(江苏-南京),30,35,1,15,20,5,3,4,4,0,1,0,0,1,0,0,1,0,0,5,5,1,1,3,3,4,2,3,4,20,5,4,4,5,5,3,4,5,3,4,4,4,5,4,4,4,1,1,5,20,2,2,4,4,5,5,2,32,1,5,1,5,1,4,4,312,477.0,3,1
843,2023-04-21 09:56:56,357秒,样本服务,,123.234.99.202(山东-青岛),30,25,2,8,5,5,4,5,4,1,1,0,0,0,0,0,1,0,0,5,5,3,2,4,5,4,3,3,4,10,4,4,3,4,5,4,4,4,4,3,5,4,4,4,4,3,4,3,4,10,3,3,4,4,5,5,2,30,1,3,1,5,1,2,3,269,357.0,3,1
846,2023-04-21 09:56:59,382秒,样本服务,,182.148.4.45(四川-成都),40,30,2,60,50,4,3,5,4,1,1,0,0,0,0,0,0,0,0,3,5,1,2,3,5,2,3,4,5,10,4,5,5,3,3,4,5,4,3,2,5,3,4,3,5,3,5,1,4,15,5,3,2,3,5,4,2,30,1,4,2,5,1,4,2,376,382.0,2,1
848,2023-04-21 09:57:16,627秒,样本服务,,220.195.77.215(内蒙古-呼和浩特),39,30,2,9,5,5,4,5,2,0,1,0,0,1,0,0,0,0,0,3,5,4,3,5,5,4,3,4,5,8,4,5,5,5,5,5,4,4,5,5,3,5,5,5,5,5,5,1,5,6,5,5,4,4,5,5,2,31,1,4,2,5,1,4,4,298,627.0,2,1
849,2023-04-21 09:57:22,549秒,样本服务,,111.58.38.97(广西-钦州),48,48,1,21,35,5,4,3,4,1,1,0,0,1,0,0,0,0,0,3,4,2,2,3,4,3,5,4,3,35,4,5,3,4,5,3,4,3,3,4,4,4,3,5,4,3,4,2,4,34,3,4,2,1,5,4,2,30,1,6,1,5,1,3,2,389,549.0,3,1
850,2023-04-21 09:57:30,408秒,样本服务,,117.136.4.124(山西-太原),25,40,2,5,20,4,4,5,4,1,1,0,0,0,0,0,1,0,0,5,5,1,1,2,4,5,5,4,4,10,3,4,4,4,5,5,3,3,3,4,4,5,4,4,4,3,4,2,4,10,2,5,4,4,2,5,2,29,1,2,1,5,1,4,4,283,408.0,3,1
852,2023-04-21 09:57:40,328秒,样本服务,,222.223.121.141(河北-邢台),30,40,2,15,25,4,5,2,4,1,1,1,0,1,0,0,0,0,0,3,4,2,4,5,4,5,5,4,5,10,2,5,4,4,5,2,4,5,5,5,4,5,3,2,4,3,4,1,4,10,3,4,4,3,5,5,2,28,1,4,1,4,1,4,4,308,328.0,4,1
853,2023-04-21 09:57:45,411秒,样本服务,,120.219.246.40(河南-新乡),40,40,3,5,5,5,4,4,4,1,0,0,0,1,0,0,0,0,0,1,3,4,3,2,5,5,4,4,5,30,5,5,3,5,5,4,4,5,5,4,4,5,5,4,4,4,5,2,4,30,4,3,2,2,2,4,2,31,1,7,1,4,1,2,4,334,411.0,2,1
855,2023-04-21 09:57:50,364秒,样本服务,,221.198.88.226(天津-天津),22,19,2,3,6,4,5,5,4,1,1,0,0,1,0,0,0,0,0,3,3,2,2,1,4,2,2,3,2,38,5,5,3,5,5,3,4,5,5,4,3,5,5,4,4,3,2,1,4,37,2,2,3,1,3,5,1,49,1,2,1,2,1,4,4,306,364.0,3,1
856,2023-04-21 09:57:56,431秒,样本服务,,106.40.31.51(内蒙古-呼和浩特),21,19,2,6,4,4,3,4,5,1,1,0,0,1,0,0,1,0,0,3,3,2,2,1,5,3,2,4,4,6,4,5,3,4,5,4,3,5,3,2,4,5,3,4,4,4,5,1,4,6,4,4,3,5,5,4,1,28,1,3,1,5,1,4,4,231,431.0,4,1
857,2023-04-21 09:57:59,310秒,样本服务,,183.62.180.6(广东-佛山),30,46,2,10,22,5,4,5,4,0,1,0,0,1,0,0,0,0,0,5,5,3,3,4,4,5,4,5,5,6,4,5,3,4,5,3,5,3,4,4,5,5,4,4,5,4,3,2,4,4,4,5,3,4,3,5,2,29,1,6,1,5,1,4,4,305,310.0,2,1
858,2023-04-21 09:58:05,317秒,样本服务,,59.152.39.170(河南-郑州),44,53,2,19,28,5,4,4,4,0,1,0,0,1,0,0,1,0,0,2,4,2,2,3,4,4,4,3,3,31,4,2,4,5,4,4,4,3,3,4,4,4,4,4,4,4,3,1,4,31,3,3,4,3,4,5,2,32,1,6,1,5,1,4,4,377,317.0,3,1
860,2023-04-21 09:58:07,376秒,样本服务,,111.183.51.25(湖北-黄冈),20,30,2,8,12,4,4,5,4,0,1,0,0,0,0,0,1,0,0,5,4,3,3,2,3,4,4,3,3,10,3,4,3,4,4,4,4,3,4,3,4,3,4,4,4,4,3,2,4,10,4,4,3,3,4,4,1,32,1,4,1,5,1,4,4,260,376.0,2,1
862,2023-04-21 09:58:20,336秒,样本服务,,182.32.10.68(山东-济南),20,25,2,5,5,4,5,4,4,1,1,0,0,1,0,1,0,0,0,3,4,5,4,4,5,4,3,4,5,10,4,5,4,4,4,5,4,5,4,4,4,5,4,4,4,5,4,3,4,10,4,3,3,4,5,4,2,29,1,4,3,5,1,4,4,264,336.0,4,1
863,2023-04-21 09:58:41,549秒,样本服务,,124.67.34.158(内蒙古-包头),40,60,2,10,30,5,3,4,4,1,1,1,0,0,0,0,0,0,0,2,5,2,2,4,5,4,3,4,3,30,4,2,3,4,5,4,5,3,4,3,4,4,4,4,4,4,4,3,4,30,3,4,4,3,4,5,1,30,1,4,1,5,1,4,4,375,549.0,3,1
864,2023-04-21 09:58:48,444秒,样本服务,,153.0.195.20(海南-海口),18,19,3,9,10,4,3,4,4,1,1,0,0,0,0,1,0,0,0,3,3,2,2,3,5,5,4,4,4,15,5,4,3,4,4,4,4,2,4,4,4,4,4,4,4,4,4,1,4,15,4,4,3,2,4,4,2,33,1,4,2,5,1,3,4,260,444.0,3,1
865,2023-04-21 09:58:50,304秒,样本服务,,39.144.43.19(上海-上海),50,50,2,15,15,4,4,5,4,1,1,0,0,0,0,1,1,0,0,5,3,2,2,1,5,5,4,5,5,20,4,3,4,5,4,4,5,4,4,5,4,5,4,4,4,3,5,1,5,20,5,5,4,5,4,5,1,36,1,6,1,6,1,4,4,362,304.0,4,1
866,2023-04-21 09:59:02,343秒,样本服务,,61.158.152.139(河南-郑州),25,27,2,7,8,4,3,4,3,1,1,0,0,0,0,0,0,0,0,5,4,3,2,3,4,5,4,3,4,9,5,5,3,3,4,4,4,3,4,4,5,5,5,4,4,5,4,2,5,10,4,3,3,2,3,5,2,30,1,6,1,5,1,4,4,262,343.0,2,1
867,2023-04-21 09:59:32,492秒,样本服务,,43.250.201.42(湖南-长沙),40,40,3,25,25,5,4,3,3,1,1,0,0,1,0,0,0,0,0,2,4,2,2,3,5,5,5,5,5,25,4,4,4,4,4,3,4,5,4,4,4,5,4,5,5,3,3,1,5,25,5,5,4,3,4,5,2,30,1,6,1,5,1,4,4,364,492.0,3,1
869,2023-04-21 09:59:35,556秒,样本服务,,101.86.238.126(上海-上海),30,45,1,15,25,4,3,4,3,1,1,0,0,1,0,0,1,0,0,3,4,3,2,3,3,4,4,4,4,35,4,3,4,5,4,5,4,4,4,4,3,4,4,4,4,4,4,2,5,30,3,3,4,4,4,5,2,35,1,4,1,4,1,2,4,360,556.0,4,1
870,2023-04-21 09:59:48,478秒,样本服务,,36.7.93.86(安徽-合肥),44,44,2,8,26,5,5,4,4,0,1,1,0,1,0,0,1,0,0,3,5,4,5,4,3,4,5,5,4,24,3,4,3,5,5,5,5,5,4,3,3,4,5,5,5,1,2,1,5,12,3,3,2,1,4,5,1,30,1,1,1,4,1,4,4,338,478.0,4,1
871,2023-04-21 09:59:52,390秒,样本服务,,120.231.103.188(广东-中山),60,80,2,15,20,4,5,5,4,0,1,0,0,0,0,0,1,0,0,5,4,2,2,1,3,4,2,4,4,10,5,4,3,5,4,4,3,3,4,4,4,3,5,4,4,4,3,1,4,10,4,4,5,4,3,5,2,41,1,3,1,6,1,4,3,378,390.0,2,1
872,2023-04-21 09:59:53,421秒,样本服务,,106.34.132.67(河南-郑州),37,53,2,18,28,5,4,4,4,1,1,1,1,1,1,1,1,0,0,1,4,3,2,3,4,5,4,4,5,18,4,5,4,4,4,3,4,4,5,4,4,4,3,4,4,4,4,3,4,13,5,4,4,3,4,5,2,36,1,3,2,4,1,4,4,356,421.0,8,1
873,2023-04-21 10:00:02,453秒,样本服务,,121.17.166.130(河北-衡水),26,24,1,8,5,4,5,4,3,1,1,0,0,0,0,0,0,0,0,3,3,2,2,3,3,4,3,4,4,10,4,4,4,4,4,4,4,4,3,3,3,4,4,4,4,4,3,2,4,9,4,4,3,3,3,4,1,37,1,6,1,5,1,3,2,256,453.0,2,1
874,2023-04-21 10:00:03,542秒,样本服务,,101.226.18.105(上海-上海),45,50,2,10,14,5,5,3,4,1,0,0,0,1,0,0,1,0,0,3,4,2,2,3,5,4,5,4,4,6,4,3,3,4,4,5,4,4,4,4,3,4,4,5,4,3,3,1,5,10,5,4,4,3,4,5,1,34,1,6,1,6,1,4,4,317,542.0,3,1
875,2023-04-21 10:00:13,384秒,样本服务,,171.219.27.35(四川-成都),38,46,1,5,10,5,4,3,2,1,1,1,0,0,0,1,1,0,0,1,5,3,4,2,5,5,3,4,3,10,4,5,4,5,4,3,4,5,3,4,5,2,3,3,4,3,4,3,5,10,4,5,2,2,5,4,2,22,1,3,3,5,1,4,4,286,384.0,5,1
876,2023-04-21 10:00:13,448秒,样本服务,,113.194.224.130(江西-九江),19,18,2,1,1,2,2,4,3,1,1,0,0,0,0,1,1,0,0,5,4,1,1,2,4,5,5,3,4,5,5,4,4,5,5,4,4,1,3,4,4,3,3,5,3,4,3,1,4,6,4,2,4,2,4,5,2,22,1,5,6,5,1,2,4,204,448.0,4,1
878,2023-04-21 10:00:25,570秒,样本服务,,113.88.194.115(广东-深圳),38,38,2,28,33,5,4,4,4,1,1,1,0,1,0,0,1,0,0,2,4,3,3,5,4,4,3,5,5,21,5,4,5,5,3,5,4,3,3,4,4,4,4,5,4,3,3,2,4,21,3,3,4,4,4,5,2,29,1,7,1,5,1,3,3,360,570.0,5,1
879,2023-04-21 10:00:32,373秒,样本服务,,119.1.126.192(贵州-贵阳),32,30,2,12,18,5,3,4,4,0,1,0,0,0,0,0,0,0,0,3,3,3,2,3,5,4,5,4,3,21,5,4,4,4,5,3,4,3,4,4,3,5,4,4,4,4,4,1,5,20,3,4,5,4,4,5,2,27,1,1,1,5,1,4,4,309,373.0,1,1
880,2023-04-21 10:00:42,705秒,样本服务,,171.34.9.133(江西-南昌),32,38,2,7,12,4,5,4,4,1,1,0,0,0,0,0,0,0,0,3,3,2,2,3,4,4,4,5,4,14,5,3,3,4,5,4,4,3,4,4,4,5,4,3,4,4,4,1,4,21,4,5,3,3,4,5,1,33,1,3,2,5,1,4,4,303,705.0,2,1
882,2023-04-21 10:00:50,517秒,样本服务,,223.104.216.146(四川-南充),55,28,3,23,13,5,4,5,5,0,1,0,0,1,0,1,1,0,0,3,3,3,4,1,5,5,4,4,4,33,3,3,3,4,5,5,5,3,4,4,4,4,3,3,3,4,4,3,5,24,2,2,2,2,4,5,1,30,1,4,1,4,1,4,3,349,517.0,4,1
883,2023-04-21 10:00:51,340秒,样本服务,,110.176.40.32(山西-太原),14,17,2,5,10,4,3,4,3,1,1,1,0,1,0,0,0,0,0,3,3,2,2,3,4,4,5,5,5,5,4,4,3,5,5,4,5,5,3,4,3,3,4,4,4,3,4,3,4,5,4,4,3,5,3,5,1,27,1,3,1,5,1,4,4,230,340.0,4,1
884,2023-04-21 10:00:52,361秒,样本服务,,39.144.43.183(上海-上海),70,54,1,31,23,5,3,2,2,1,1,0,0,0,0,0,0,0,0,5,5,2,1,1,4,5,2,4,5,15,1,4,4,4,4,5,4,2,4,4,4,4,5,4,4,4,3,2,4,8,4,4,5,5,4,5,2,31,1,3,1,5,1,3,4,372,361.0,2,1
886,2023-04-21 10:01:16,439秒,样本服务,,117.136.33.92(广东-东莞),30,40,2,15,21,5,5,4,4,1,1,0,0,0,0,0,0,0,0,1,5,3,2,3,5,3,3,5,4,20,5,5,3,4,4,4,4,4,5,4,3,3,3,5,5,3,3,4,2,20,4,4,3,3,3,5,2,28,1,6,1,6,1,4,4,322,439.0,2,1
887,2023-04-21 10:01:23,434秒,样本服务,,183.208.114.14(江苏-宿迁),50,32,2,17,3,4,5,5,4,1,1,0,0,1,0,0,1,0,0,5,4,3,2,2,4,5,5,5,4,11,5,4,2,5,5,4,5,5,4,4,5,5,4,5,4,5,4,2,5,11,5,4,4,4,5,4,2,29,1,5,1,5,1,4,2,315,434.0,4,1
888,2023-04-21 10:01:31,582秒,样本服务,,61.184.107.122(湖北-黄石),20,20,3,10,20,3,2,4,4,1,1,0,0,0,0,0,1,0,0,5,4,1,1,3,4,5,4,4,4,30,4,2,3,5,4,5,4,2,3,4,5,4,4,3,4,5,4,1,4,30,2,2,3,4,4,5,2,33,1,4,2,5,1,4,4,298,582.0,3,1
890,2023-04-21 10:02:03,407秒,样本服务,,116.248.120.220(云南-玉溪),30,50,3,10,21,4,5,5,4,1,1,0,0,0,0,1,1,0,0,2,4,1,2,1,5,4,3,5,4,34,4,4,5,4,3,4,5,3,4,3,4,5,4,5,4,2,3,1,5,20,3,4,3,4,4,5,2,35,1,6,1,5,1,4,4,344,407.0,4,1
892,2023-04-21 10:02:32,485秒,样本服务,,223.91.14.211(河南-周口),38,22,2,19,38,4,5,3,3,1,1,1,0,0,0,1,0,0,0,3,4,3,2,3,4,3,4,3,2,9,4,2,4,4,5,4,3,4,3,4,4,5,3,4,3,4,3,2,5,38,3,2,4,3,3,4,2,28,1,2,1,5,1,3,4,326,485.0,4,1
893,2023-04-21 10:02:37,340秒,样本服务,,223.104.190.188(山东-济南),44,43,2,58,43,3,4,3,3,1,1,1,1,0,0,0,0,0,0,3,3,4,3,3,4,3,3,4,3,25,2,2,4,2,4,2,4,2,4,2,2,3,2,2,1,4,4,3,3,48,3,3,3,2,2,5,2,20,2,3,1,5,1,4,4,396,340.0,4,1
898,2023-04-21 10:03:52,416秒,样本服务,,43.225.208.150(黑龙江-哈尔滨),9,10,3,5,5,4,3,4,4,0,1,0,0,0,0,0,0,0,0,3,3,3,4,2,4,5,5,5,5,5,5,5,3,4,4,3,4,5,5,4,5,5,5,4,4,3,4,2,4,5,3,3,4,5,5,5,1,58,1,3,1,2,1,4,4,253,416.0,1,1
900,2023-04-21 10:04:06,418秒,样本服务,,117.136.54.10(天津-天津),32,36,2,9,13,4,5,4,3,1,1,0,0,1,0,0,1,0,0,3,4,2,2,2,5,5,4,4,5,15,4,5,4,5,5,5,5,2,5,4,4,5,5,4,4,4,5,2,4,14,5,4,3,3,3,5,2,32,1,3,2,5,1,4,4,306,418.0,4,1
901,2023-04-21 10:04:07,369秒,样本服务,,27.26.1.216(湖北-荆州),40,50,2,15,17,5,3,4,5,1,1,0,0,1,0,0,0,0,0,3,3,2,1,4,5,4,3,1,2,30,5,3,2,4,5,4,5,3,4,3,5,4,3,2,1,3,5,2,4,20,3,2,4,1,5,3,2,39,1,4,1,5,1,4,4,340,369.0,3,1
902,2023-04-21 10:04:08,370秒,样本服务,,59.71.241.163(湖北-武汉),30,20,2,15,10,4,5,3,4,1,1,0,0,0,0,0,1,0,0,3,4,2,2,4,4,3,4,5,4,10,4,4,3,4,4,3,4,4,5,4,3,4,3,4,4,3,4,3,4,10,4,3,2,3,5,5,1,23,1,4,1,5,1,3,4,261,370.0,3,1
903,2023-04-21 10:04:18,941秒,样本服务,,112.94.73.252(广东-广州),31,44,2,10,15,4,5,4,5,1,1,0,0,0,0,0,0,0,0,1,4,3,2,3,4,3,3,4,4,14,4,3,3,4,4,3,4,2,3,4,4,4,5,4,4,5,4,1,4,16,5,3,3,4,3,4,1,38,1,6,1,5,1,4,4,309,941.0,2,1
904,2023-04-21 10:04:24,321秒,样本服务,,39.144.81.24(天津-天津),35,46,2,9,12,5,4,5,4,1,1,0,0,0,0,0,0,0,0,5,5,3,5,3,5,4,4,5,5,11,5,4,4,5,4,5,4,5,4,4,4,5,4,4,4,5,4,2,4,11,4,5,4,5,4,5,2,44,1,5,1,5,1,4,3,334,321.0,2,1
905,2023-04-21 10:04:26,372秒,样本服务,,218.65.30.19(江西-新余),40,50,2,13,18,4,4,5,4,1,1,0,0,1,0,1,1,0,0,3,4,2,2,4,4,5,2,4,5,30,4,4,4,5,5,5,4,2,2,4,4,4,4,4,4,5,5,1,5,30,2,2,4,4,5,5,1,34,1,5,1,5,1,4,4,363,372.0,5,1
906,2023-04-21 10:04:26,632秒,样本服务,,117.8.94.36(天津-天津),40,50,2,6,11,4,5,5,4,1,1,0,0,1,0,0,0,0,0,2,4,2,1,2,4,5,4,5,5,14,5,4,4,5,4,5,4,2,4,4,5,4,5,4,4,3,2,1,5,12,4,4,3,3,5,5,2,31,1,5,2,5,1,4,4,314,632.0,3,1
909,2023-04-21 10:05:27,837秒,样本服务,,223.85.151.189(四川-内江),40,45,2,25,30,5,4,3,4,1,0,0,0,0,0,1,0,0,0,3,4,3,3,4,3,3,5,4,4,30,4,5,3,4,4,5,5,4,3,2,3,3,4,5,4,3,3,2,5,30,4,4,2,2,3,5,2,33,1,5,2,4,1,4,4,375,837.0,2,1
